id,jib,name
6535,4245020820001,HATA COMERC DOO
6536,4245021470004,AUTO SAOBRAĆAJ D.O.O.
6537,4245024060001,LATEX DOO ZA TRGOVINU PROMET I USLUGE
6538,4245024220009,ELDOM DOO GORAŽDE
6539,4245025110002,EDINPORT D.O.O.
6540,4245025110029,"""EDINPORT"" DOO ZA TRGOVINU I USLUGE"
6541,4245026350007,MONOPOL DOO
6542,4245026780001,DOO ERGO PROMET GORA▯DE
6543,4245026940009,MUNJA FOCA-USTIKOLINA
6544,4245027670005,MOTEL BAZENI DOO VITKOVICI GORAZDE
6545,4245027750009,GRAFIKA DD GORAŽDE VITKOVIĆI
6546,4245028720006,MESOPROIZVOD DOO
6547,4245029530022,"""MAŠIĆ-COMPANY"" DOO"
6548,4245029610000,JU CENTAR ZA KULTURU GORAZDE
6549,4245029880007,CAO QUI DOO ZA PROIZV.TRGOVINU I USLUGE GORAŽDE
6550,4245030030009,NK DRINA
6551,4245030890008,SINEEX DOO ZA UGOSTITELJ.TRGOVINU I USLUGE GORAŽDE
6552,4245031780001,"ALDO DOO ZA UGOSTITELJ,TRGOV.I USLUGE GORAŽDE"
6553,4245031940009,DOMUS D.O.O. GORAŽDE
6554,4245032160007,"""ASG"" DOO"
6555,4245032320004,"HAMEDPROM DOO ZA GRADJEVINARSTVO,UNUTRAŠNJU I VANJSKU TRGOVINU GORAŽDE"
6556,4245034450002,BOR D.O.O.
6557,4245036150006,"AB GAJ DOO ZA PROIZVODNJU, TRGOVINU I USLUGE PRAČA"
6558,4245036310003,ALBO-FROST D.O.O.
6559,4245037040000,ZIS COMERCE DOO
6560,4245041400002,BAHTO TRANS DOO GORAZDE
6561,4245044680006,DAMIR-TOURS D.O.O. ZA VANJSKU I UNUTRASNJU TGOV.PROMET I USL
6562,4245046380000,"BRIKETIRKA DOO ZA PROIZVODNJU, UNUTRAŠNJU I VANJSKU TRGOVINU GORAŽDE"
6563,4245046540007,ZUKO-COMPANY DOO ZA TRGOVINU I USLUGE GORA▯DE
6564,4245046890008,EM AJLA D.O.O
6565,4245047600003,DŽAN DOO
6566,4245047860005,MAK COMPANY DOO
6567,4245051110002,HEARTWOOD INITIATIVES DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU ZA PROIVODNJU I USLUGE GORAŽDE
6568,4245053080003,SEM D.O.O. GORAZDE
6569,4245053830002,UDRUZENJE PRIVREDNIKA BIZNIS CENTAR GORAZDE
6570,4245056850004,FAMILY D.O.O.
6571,4245057070002,PAŠIĆ D.O.O.
6572,4245057820001,UDRUZ REG ODBOR ZA POVR U JUG BOSNU GORAZDE
6573,4245059100006,T SPORT BIH DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU ZA TRGOVINU I USLUGE GORAŽDE
6574,4245059440001,ŽUTI DOO GORAŽDE
6575,4254000200006,MACE D O O ZA PROMET I TRGOVINU OD▯AK
6576,4254001270008,DAČO DOO VIDOVICE
6577,4254002160001,PRIOR DOO ZA PROIZVODNJU PROMET I USLUGE ODŽAK
6578,4254003050005,DOMRAD DOO ZA PROIZVODNJU PROMET I USLUGE
6579,4254004020002,RAZVITAK DOO ZA PROIZVODNJU TRGOVINU I USLUGE ODZAK
6580,4254006070007,M-H EXPORT-IMPORT DOO ZA PROIZ.PROMET TRAN.I UGOSTIT. ODZAK
6581,4254006230004,DOORS DOO DOMALJEVAC
6582,4254006310008,"ZVONIX DOO ZA PROIZVODNJU, PROMET I USLUGE, U STEČAJU ORAŠJE"
6583,4254006820006,UD DRAG I VET DOM RATA PODR OR UDRUGA DRAG I VETERANA DOM RATA PODR ORA JE
6584,4254007040004,UDR OB POG I NEST U DM RATU UDRUGA OBOTELJI POGINULIH I NESTALIH U DOM RATU ORA JE
6585,4254008440006,RIJA BOX DOO ZA PROIZVODNJU PROMET I USLUGE
6586,4254010420004,TUKULJ DOO ORASJE
6587,4254012040004,ANFIS DOO ZA PROIZVODNJU PROMET TRGOVINU I TRANSPORT ODZAK
6588,4254014090009,EURO-PLET DOO DOMALJEVAC
6589,4254014760004,VETERINARSKA STANICA DOO ORAŠJE
6590,4254014920001,KEKEC DOO ORAŠJE
6591,4254015730001,ASCOMMERCE DOO ODŽAK
6592,4254016890002,MAROS DOO ZA GRADEVINU PROMET I USLUGE
6593,4254017510009,AUTO TRGOVINA D O O ZA VANJSKU I UNUTARNJU TRGOVINU
6594,4254017510025,AUTO TRGOVINA DOO ORAŠJE PJ BRČKO
6595,4254019050005,ELPLAST DOO ODŽAK
6596,4254020140000,AK DOO ODZAK ZA PROIZVODNJU I PROMET
6597,4254021460008,"""S-TRADE""DOO ZA PROIZVODNJU I PROMET"
6598,4254021540001,MF-97 DOO ZA GRADJENJE PROMET I USLUGE ODZAK
6599,4254021540028,MF-97 D.O.O. LILA TRGOVINA NA MALO ODZAK
6600,4254022270008,MCM DOO UGLJARA ORAŠJE
6601,4254022350001,OSMICA D.O.O. ORAŠJE ZA PROMET I USLUGE
6602,4254022430005,TOMIĆ DOO DONJA MAHALA PROMET I USLUGE
6603,4254022940003,FADZIS DOO ZA PROIZVODNJU PROMET I USLUGE ODZAK
6604,4254023160036,TASO DOO RESTORAN BARON ODZAK
6605,4254023240005,POLJOOPSKRBA LTD DOO ODŽAK
6606,4254023590006,BAČIĆ COMPANY D.O.O.
6607,4254023750003,VETERINARSKA STANICA DOO ODZAK
6608,4254024990008,RATAR DD POLJOPRIVREDNA PROIZVODNJA PROMET I USLUGE ODZAK
6609,4254025370003,LUCIC D.O.O.DOMALJEVAC
6610,4254025610004,IVANA DOO ZA POSREDOVANJE U OSIGURANJU USLUGA ROBNOG PROMETA I MARKETING
6611,4254025700003,CELIKOVIC-COMERC DOO PRIVAT. PROIZ. TRG.I USLU.PODUZ.EKS.IMP
6612,4254025960005,"""MLADOST I"" DOO ZA PROMET I USLUGE GORNJA DUBICA"
6613,4254026930002,DOM-GRAD DOO DOMALJEVAC
6614,4254028980007,ARNEX COMMERC D O O ZA PROIZVODNJU PROMET I USLUGE ORAŠJE
6615,4254029280009,"""GRADNJA -INSTALACIJE"" DOO ZA PROIZVODNJU PROMET I USLUGE ODŽAK"
6616,4254029790007,DOUBLE I DOO ZA INZENJERING PROMET I USLUGE ODZAK
6617,4254031000005,L M COMMERCE DOO ZA PROMET I USLUGE DOMALJEVAC
6618,4254031260007,MIX DOO ORAŠJE PROIZVODNJA STOČNE HRANE
6619,4254031770005,ROKO TRADE-ODŽAK
6620,4254031850009,TERZIC KOMERC DOO ZA TRGOV UGOST I GRADJEVINARS ODZAK
6621,4254032070007,RUŽICA J DOO ODŽAK
6622,4254034360002,MIKASA DOO ODŽAK
6623,4254035090009,KOTURIĆ TONI DOO DOMALJEVAC PROMET PROIZVODNJA I U SLUGE
6624,4254035410003,BUGSY DOO ZABAVNE DJELATNOSTI UGOSTITELJSTVO I UVOZ IZVOZ DOMALJEVAC
6625,4254035760004,BOSNIC COMMERC DOO ZA UNUTARNJU I VANJSKU TRGOVINU ODZAK
6626,4254036140000,"""2-E E "" DOO ZA UGOSTITELJSTVO PROMET I USLUGE"
6627,4254036650008,RU▯A-DOMMING DOO DOMALJEVAC GRADITELJSTVO IN▯INJER ING PROJEKTIRANJE
6628,4254037030003,MDM DOO ORAŠJE
6629,4254038270008,PROMET-MEHANIKA DD ZA TRGOVINU I USLUGE
6630,4254038350001,DOMINKOVIĆ D.O.O. ZA PROIZVODNJU USLUGE I PROMET
6631,4254039320009,PALMA DOO BOK ORAŠJE
6632,4254039830007,MPA POSAVINA PROMET ODŽAK
6633,4254040840008,ZADRUGA ZZ DONJA MAHALA ORA▯JE
6634,4254040920001,GAVRO-BUS DOO DOMALJEVAC PRIJEVOZ PUTNIKA U CES.PR OMETU
6635,4254042110007,"POSAVSKA OBALA DOO DOMALJEVAC PROIZVODNJA,PROMET I USLUGE"
6636,4254043270008,COCA-B BAZIK PROIZVODNJA PROMET I USLUGE
6637,4254043350001,SISIC DOO PODUZECE ZA PROIZVODNJU ELEKTROOPREME ODZAK
6638,4254043860000,MUTAPČIĆ DOO ODŽAK
6639,4254043940003,MEGAKOP D.O.O. ORAŠJE ZA PROMET SVIH VRSTA PODNIH OBLOGA
6640,4254044320009,IZGRADNJA DOO ZA GRADITELJSTVO PROMET I USLUGE
6641,4254044590006,PIRIJA DOO TOLISA ORAŠJE
6642,4254046610004,RUZE DOO PODUZECE ZA MEDJUNARODNI CESTOVNI PROMET UGLJARA
6643,4254046700003,NIDUS DOO ZA PROIZVODNJU TRGOVINU I USLUGE ORA JE
6644,4254047260007,MEHANIKA DD ZA PROIZVODNJU USLUGE I PROMET ORA▯JE
6645,4254047850009,"""ANIS""DOO ZA PROMET NA VELIKO I MALO OD AK"
6646,4254048310008,TIPO DOO
6647,4254048580005,SANIS DOO PROIZVODNJA PROMET I USLUGE
6648,4254048660009,JAVOR DOO ZA PROIZVODNJU PROMET ODŽAK
6649,4254049390005,DRVO DIZAJN DOO PROIZVODNJA PROMET I USLUGE ODZAK
6650,4254049470009,TIPO-LES DOO
6651,4254049710000,M F DOO GRADJEVINARSTVO PROMET I USLUGE ODZAK
6652,4254049800009,PUZIĆ DOO ODŽAK
6653,4254050050005,PROMET GRGIC DOO ZA PROMET I USLUGE ODZAK
6654,4254050210002,EL BOX DOO PODUZEĆE ZA PROIZVODNJU PROMET I USLUGE
6655,4254050300001,SAVA DD MODNA KONFEKCIJA ORA▯JE
6656,4254050640007,ATOM DOO ORAŠJE
6657,4254050990008,ANGELA DOO ZA PROIZVODNJU PROMET I USLUGE
6658,4254051450007,ČELIK-S.P.O. ODŽAK
6659,4254051880001,"""DDL"" D O O ZA PROMET I USLUGE ORA▯JE"
6660,4254052180003,ILIJANA DOO ODŽAK
6661,4254052420004,ORASJE HRVATSKI NOGOMETNI KLUB ORASJE
6662,4254052690001,MONIKA DOO ORAŠJE
6663,4254053070007,ABAZIJA DOO ZA PROIZV PROMET TRANSPORT I USLUGE ODZAK
6664,4254053230004,STIV DOO ZA PROIZVODNJU PROMET I USLUGE O LUKA
6665,4254053580005,EX DOO GORNJA DUBICA ODZAK
6666,4254053660009,TEHNOCOLOR DOO GRAĐENJE PROMET I USLUGE
6667,4254054390005,TEA DOO ZA PROIZVODNJU PROMET I USLUGE KOSTRČ
6668,4254056410003,NISAL DOO ORAŠJE
6669,4254056500002,POSAVINA 1 DOO MESNA INDUSTRIJA ORA▯JE
6670,4254057810005,ELEGANT DOO DOMALJEVAC ŠAMAC
6671,4254058460008,ROCKY DOO ODŽAK
6672,4254058540001,GRADNJA DOO PODUZEĆE ZA IZVOĐENJE GRAĐEVINSKIH I ELEKTRORADOVA TRANSPORT I TRGOV
6673,4254059860000,BOSS-2 DOO ZA PROMET I UGOSTITELJSTVO DOMALJEVAC
6674,4254061330000,GREGUREVIĆ DOO-DOMALJEVAC
6675,4254061410003,SIDESTA DOO ZA INFORMATICKI INZENJERING I USLUGE
6676,4254061840008,IVO-PROMET DOO DOMALJEVAC
6677,4254061920001,CICAK DOO ZA RECIKLAZU PAPIRA DOMALJEVAC
6678,4254063200006,POSAVINA GRANIT DOO ZA PROIZVODNJU PROMET I USLUGE ODZAK
6679,4254063970006,NA-MA DOO ZA PROIZVODNJU I PROMET ODZAK
6680,4254064350001,EUROTERM-PLASTIK DOO ZA PROIZVODNJU PROMET I USLUGE ODZAK
6681,4254064510009,DAR EX DOO ORAŠJE
6682,4254064940003,UNIVERZAL DOO ODŽAK
6683,4254067450007,JAKYCOMMERCE DOO ORAŠJE
6684,4254067610004,VED-GRAD D O O ZA GRADITELJSTVO TRGOVINU I USLUGE OD AK
6685,4254070320009,
6686,4254071050005,EURO ELEKTRO INSTALACIJE D O O ODŽAK
6687,4254071130009,ALKON DOO ODŽAK
6688,4254071640007,ARLO DOO ZA PROIZVODNJU I PROMET O LUKA
6689,4254072020002,SALINEA DOOČITLUK
6690,4254073690001,ZLATNIK DOO
6691,4254073770005,KOOPERATIVA PODVU IJAK-ZEMLJORADNI KA ZADRUGA KOOPERATIVA PODVU IJAK OD AK
6692,4254075390005,SOKCEVIC DOO ZA SPORT I REKREACIJU ORASJE
6693,4254075980007,SAVSKA PLOVIDBA DOO DOMALJEVAC ZA PROMET I USLUGE
6694,4254077090009,JAVA-MEDICO DOO ZA PROIZVODNJU I PROMET
6695,4254078060006,BAGREM DOO ZA PROIZVODNJU I PROMET ODŽAK
6696,4254079380004,GRADNJA INVEST DOO ZA EKSPL.SLJUNKA PIJ.I GRADJ.ODZAK
6697,4254079970006,EMONA DOO ZA PROMET I USLUGE
6698,4254081280009,GOD DOO ZA PROIZVODNJU I PROMET ODZAK
6699,4254081440006,PIM-BAU DOO ODŽAK
6700,4254081790007,TURJAK DOO
6701,4254082170002,AUTOBUSNI KOLODVOR ORAŠJE DOO ORASJE
6702,4254082760004,BRA▯A MATI▯ DOO DOMALJEVAC PROIZVODNJA PROMET I US LUGE
6703,4254083650008,BAREL D.O.O. ZA PROMET I USLUGE ODŽAK
6704,4254083730001,L&Z KOP DOO DOMALJEVAC PROIZVODNJA PROMET I USLUGE
6705,4254084540001,EXKLUZIV D O O ZA TRGOVINU USLUGE I PROMET ORAŠJE
6706,4254084970006,FISH BOX D.O.O.ORAŠJE ZA PROIZVODNJU PROMET I USLUGE
6707,4254085190004,DUŠEVIĆ I KRŠOVNIK DOO ZA IZD I NAKL DJELATNOST ODŽAK
6708,4254086830007,SE-MI TRANS DOO
6709,4254087480000,STOLARIJA DRVOMASIV D.O.O. ODZAK
6710,4254088290000,AUTO INVEST D.O.O. ORAŠJE
6711,4254089000005,A D D O O ZA PROMET I USLUGE ORAŠJE
6712,4254089180003,GLAMOUR D O O SALONI ZA ULJEPŠAVANJE POBOLJŠAVANJE FIZIČKOG STANJA I RASPOLOŽENJA ORAŠJE
6713,4254089690001,S.M.D.-MONT DOO DOMALJEVAC
6714,4254090270008,TOMIC CO DOO ZA TRGOVINU PROMET I USLUGE ORASJE
6715,4254093610004,THOMAS PLASTIK DOO ZA PROIZVODNJU PROMET I USLUGE UGLJARA
6716,4254094000005,KLAONICA DOO ODŽAK
6717,4254096800009,TERMO PLIN DOO ORASJE
6718,4254097010001,"MLIN ""AMICI DI ODŽAK"" DOO UVOZ-IZVOZ ZA PROIZVODNJU PROMET TRGOVINU I USLUGE ODŽAK"
6719,4254097520000,KOP PROM DOO ZA PROMET I USLUGE ODZAK
6720,4254097790007,LESIC-TRANS DOO
6721,4254098170002,DOSLIC DOO VOJSKOVA
6722,4254098840008,RB-VAR DOO ZA PROIZVODNJU PROMET I USLUGE ODZAK
6723,4254099140000,MICOM DOO ZA INTERNET USLUGE VOJSKOVA
6724,4254099650008,INFO-TEL D.O.O. ZA USLUGE I TRGOVINU DOMALJEVAC
6725,4254100760009,AF GRADNJA DOO ZA OBAVLJANJE POSLOVA VISOKOGRADNJE ORASJE
6726,4254101810000,ZITO DOO ZA PROIZVODNJU I USLUGE DOO ORASJE
6727,4254103860004,PRO MONT DOO ZA PROIZVDNJU TRGOVINU PROMET I USLUGE ODZAK NOVI GRAD
6728,4254105130003,"MATROBY-YACHTS DOO ZA PROIZVODNJU,PROMET I USLUGE ORAŠJE"
6729,4254105300006,DELTA DOO ZA PROIZVODNJU PROMET I USLUGE ODZAK
6730,4254105640001,GRANIT DOO ZA PROIZVODNJU PROMET I USLUGE ORASJE
6731,4254106020007,GARA TRADE DOO ODŽAK
6732,4254106290004,K.T.TEHNOGRADNJA D.O.O. ZA PROIZV.PROMET I USLUGE
6733,4254106370008,J & B COMPANY D.O.O ORAŠJE
6734,4254106610009,MAKINA DOO KOSTRC
6735,4254107340005,A P BH DOO ZA PROIZVODNJU PROMET I USLUGE ODZAK
6736,4254107770000,ARMIN-TRANS DOO ODZAK
6737,4254107850003,LEA DOO ZA PROIZVODNJU PROMET I USLUGE
6738,4254109800003,"GAL ORAŠJE DOO ZA PROIZVODNJU , PROMET I USLUGE ORAŠJE"
6739,4254110300006,I NET D.O.O.
6740,4254111450001,L T SIGURNOST DOO ORAŠJE
6741,4254112690006,OTV - SAT D.O.O. ZA TELEKOMUNIKACIJSKE DJELATNOSTI
6742,4254112850003,WELLNESS STUDIO APOLONIA DOO DOMALJEVAC
6743,4254115950009,FOTO STUDIO BLICKO DOO
6744,4254116680005,B2 MARINE DOO ZA PROIZVODNJU I PROMET ORASJE
6745,4254116920006,PRUDSAND D.O.O.
6746,4254122900009,EURO GAMES DOO ZA PROMET I USLUGE ODZAK
6747,4254127370008,EKONATURA DOO
6748,4263000290004,NOVA-TEX DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU BIHAĆ
6749,4263000370008,DANIROZA DOO
6750,4263000610009,"PRINT STUDIO D O O BIHAĆ-DRU TVO SA OGRANI ENOM ODGOVORNO U "" PRINT STUDIO "" BIHA"
6751,4263000700008,KRUG DOO
6752,4263001260001,SKRB-COMERC DOO
6753,4263001770000,FORTUNA X DOO
6754,4263001850003,EKO-DOM DOO BIHAĆ
6755,4263002070001,LIDO D.O.O.
6756,4263002150005,SEM▯O DOO BIHA▯
6757,4263002400001,CENTRALA S DOO BIHA▯
6758,4263004010006,VUKOVIĆ INŽENJERING DOO BIHAĆ
6759,4263004280003,ERC-PROMET DOO CAZIN
6760,4263005090003,FAKTURA DOO BIHAĆ
6761,4263005410008,BIOVET DOO CAZIN
6762,4263005500007,"PLEŠA D O O BIHAĆ-DRU TVO SA OGRANI ENOM ODGOVORNO U "" PLEŠA "" D O O BIHA"
6763,4263005920006,DOO KRAJINA-EXPORT BIHAC
6764,4263006730006,SELEKTA D.O.O.
6765,4263006900009,BABY- SAN DOO CAZIN
6766,4263007380009,ŠIMECKI INTERNATIONAL D.O.O.
6767,4263007460002,UNICOM DOO BIHAĆ
6768,4263008600002,BIHAĆKI TRANSPORT DD BIHAĆ
6769,4263008860004,"GHI - INŽINJERING D O O -D O O ZA IN INJERISKE DJELATNOSTI EXPORT-IMPORT I TRGOVINU "" GHI - IN I"
6770,4263009830001,DEDIĆ COMMERC DOO BIHAĆ
6771,4263010330004,MILADY-MERC D.O.O.
6772,4263010500007,"SINKUTEX D O O BOSANSKA K-DRU TVO SA OGRANI ENOM ODGOVORNO U "" SINKUTEX "" BOSANSKA KRUPA"
6773,4263010680005,"BOSNA - ING D O O BOSANSK-DRU TVO SA OGRANI ENOM ODGOVORNO U "" BOSNA - ING "" EXPORT-IMPORT BOSANS"
6774,4263015050000,HAŠIM - KOMERC DOO SANSKI MOST
6775,4263015640001,"EKI D O O BOSANSKA KRUPA-DRU TVO SA OGRANI ENOM ODGOVORNO U ZA PROMET I USLUGE EXPORT-IMPORT "" EK"
6776,4263016530005,ZDRAVSTVENA USTANOVA DOM ZDRAVLJA BIHA
6777,4263016700008,AGROSTAR DOO CAZIN
6778,4263018070001,SUZAN DOO CAZIN
6779,4263018070028,SUZAN DOO CAZIN -PRODAVNICA BR 2
6780,4263018310002,A.S.T. DOO CAZIN
6781,4263018580000,"""EKOM"" DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU BIHAĆ"
6782,4263018740007,ABM DOO CAZIN
6783,4263019390000,PALERMOS DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU
6784,4263019800003,ZTT IMPEX D.O.O. CAZIN
6785,4263020130003,MISK DOO BOSANSKA KRUPA
6786,4263020720005,S-LKW DOO BIHAĆ
6787,4263021290004,SPEDICIJA UNA-SANA D.O.O. BIHAC
6788,4263021530005,"SILI - COMPANY D O O BOS -DRU TVO SA OGRANI ENOM ODGOVORNO U ZA TRGOVINU USLUGE I PROIZVODNJU """
6789,4263021610009,PEZIĆ-TRANSPORT D.O.O BIHAĆ
6790,4263022770000,DOO REVSAN
6791,4263022930007,ONLINE DOO CAZIN
6792,4263023070001,BIŠPED D.O.O.
6793,4263023310002,RIWELLA DOO BIHAĆ
6794,4263023400001,NINA D O O BIHAĆ
6795,4263023740007,BOSANČICA DOO SANSKI MOST
6796,4263024470003,BAJRIC SPED DOO
6797,4263025010006,POGY DOO BIHAĆ
6798,4263025870005,FARMEF DOO SANSKI MOST
6799,4263025950009,BH-COMERC D.O.O.
6800,4263026170007,"SIAM D O O VELIKA KLADUŠA-D O O ZA TRGOVINU EXPORT - IMPORT I USLUGE "" SIAM "" D O O VELIKA KLA"
6801,4263026410008,"DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU ZA TRGOVINU I USLUGE EXPORT-IMPORT ""SMARAGD"" CAZIN"
6802,4263026760009,M&H DOO
6803,4263027730006,SPECT DOO BIHAĆ
6804,4263027810000,MEB DOO CAZIN
6805,4263028540006,SEN-DZI DOO CAZIN
6806,4263028890007,UNA - PAK DOO BIHAĆ
6807,4263029190009,ALFONA DOO
6808,4263029350006,"BAHMEX D O O BIHA DU TVO SA OGRANI ENOM ODGOVORNO U "" BAHMEX "" BIHA"
6809,4263029600002,FA-COMMERCE DOO CAZIN
6810,4263029940008,TARIK-TRGOVINA DOO BOS KRUPA
6811,4263031760009,PRACTIC EURO DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU ZA TRGOVINU PREVOZ I USLUGE CAZIN
6812,4263032140004,KOMUNALNO DOO BOSANSKI PETROVAC
6813,4263032490005,"STELA - PROM D O O BIHAĆ-DRU TVO SA OGRANI ENOM ODGOVORNO U "" STELA - PROM "" D O O BIHA"
6814,4263032570009,DEA-MARKT D.O.O.
6815,4263032810000,SPORT-TOURS DOO BIHAĆ
6816,4263032900009,"FI D O O BIHAĆ-DRU TVO SA OGRANI ENOM ODGOVORNO U "" FI "" BIHA"
6817,4263033460002,""" ELPOS "" DRU TVO SA OGRANI ENOM ODGOVORNO U BOSANSKA KRUPA"
6818,4263033890007,PERNA DOO BOSANSKA KRUPA
6819,4263034510003,"ŠEPEROVI D O O SANSKI MO-DRU TVO SA OGRANI ENOM ODGOVORNO U ZA GRA EVINARSTVO I PROIZVODNJU "" E"
6820,4263034600002,"DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU ""TIIM"" SANSKI MOST"
6821,4263034860004,KAM DOO
6822,4263034940008,B-PLUS D.O.O
6823,4263035830001,BELLA DOO
6824,4263036130003,"TELISKOP- USTI D O O SAN-DRU TVO SA OGRANI ENOM ODGOVORNO U "" TELISKOP- USTI "" SANSKI MOST"
6825,4263036640001,COMP-VEL DOO VELIKA KLADUŠA
6826,4263036720005,GRAFIN DOO SANSKI MOST
6827,4263037020007,SANDRA-TRADE DOO
6828,4263037290004,METAL-BISS DOO BIHAĆ
6829,4263037530005,"""JA-SA"" DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU BIHAĆ"
6830,4263038000000,"BEHAR PREVOZ D O O BOSANS-DRU TVO SA OGRANI ENOM ODGOVORNO U ZA PROMET I USLUGE "" BEHAR PREVOZ """
6831,4263038180008,"BILED D O O BIHAĆ-DRU TVO SA OGRANI ENOM ODGOVORNO U "" BILED "" BIHA"
6832,4263038420009,"GANDI D O O VELIKA KLADUŠ-DRU TVO SA OGRANI ENOM ODGOVORNO U "" GANDI "" VELIKA KLADU A"
6833,4263038770000,SEDIĆ S D.O.O.
6834,4263038770026,SEDIC-S DOO
6835,4263039150005,ADIN DOO
6836,4263039740007,"D.O.O. ""ANGORA"" ZA PROIZVODNJU,TRGOVINU I UGOSTITELJSTVO D.O.O. SANSKI MOST"
6837,4263040000000,MAKS EKSPORT DOO ILIDZA
6838,4263040320003,FEHIM KOMERC DOO
6839,4263041480004,ENCOM D.O.O ALU FERO PLAST SANSKI MOST
6840,4263041720005,"DAN I NO D O O BIHAĆ-DRU TVO SA OGRANI ENOM ODGOVORNO U "" DAN I NO "" D O O BIHA"
6841,4263043000000,BAZA-J DOO BOSANSKA KRUPA
6842,4263043260001,MULING DOO CAZIN
6843,4263043340005,HUAN XIUA D.O.O.
6844,4263043420009,IRSA -PRINT DOO BIHAĆ
6845,4263043690006,SANA DOO P.O. KLJUČ
6846,4263043850003,"DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU ZA VOĐENJE POSLOVNIH KNJIGA STANDARD-M,S.MOST"
6847,4263044070001,SANOINVEST DOO BIHAĆ
6848,4263044660003,MERINO DOO CAZIN
6849,4263044740007,HD-BIKAN DOO CAZIN
6850,4263045120002,AGROKRAJINA DD BIHAĆ
6851,4263045390000,AZRA-TRADE D.O.O.
6852,4263045470003,P .T. G .MAKIĆ DOO BOSANSKA KRUPA
6853,4263045710004,TEHNO-PEK DOO
6854,4263046010006,IBRAHIMPAŠIĆ DOO
6855,4263046280003,UNO-DES DOO BIHAĆ
6856,4263046870005,"DIONI KO DRU TVO "" NOVITET "" BOSANSKI PETROVAC"
6857,4263046950009,PAPILON DOO CAZIN
6858,4263047170007,BEG-SERVIS DOO
6859,4263049380009,MALI PRINC DOO
6860,4263049620000,CARDAK NA
6861,4263050390000,VEDŽIS DOO
6862,4263050550007,ENS DOO CAZIN
6863,4263052410008,PAUK DOO BIHAĆ
6864,4263052920006,DŽAFINOVAC DOO
6865,4263053490005,LEJLA DOO BIHA▯
6866,4263053730006,OMERMERC DOO BIHAĆ
6867,4263053900009,DACO-COMERC D.O.O. LAMELE-CERAV
6868,4263054380009,ŠIPAD BINA D.D. BIHAĆ
6869,4263054890007,"D.O.O.ZA PROIZVODNJU,GRAĐEVINARSTVO,TRGOVINU, UGOSTITELJSTVO I USLUGE,AXPORT-IMPORT "" DURAK-KOMERC """
6870,4263055510003,"KONUS ECOL D O O BIHA PREDUZE E ZA PROIZVODNJU POSREDOVANJE I SPOLJNU TRGOVINU "" KONUS ECOL "" DRU"
6871,4263056080002,SMB DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU
6872,4263056240000,"D.O.O.""FUNGI KAMENGRAD""ZA OTKUP,PRERADU I IZVOZ LJEKOVITOG BILJA,GLJIVA I OSTALIH ŠUM.PLODOVA S.MOST"
6873,4263056320003,ŠKRLE PROMET D.O.O.
6874,4263056670004,KETY DOO BOSANSKI PETROVAC
6875,4263056830001,NANCY DOO CAZIN -DRU TVO SA OGRANI ENOM ODGOVORN O U ZA PROIZVODNJU TRGOVINU EXPORT-IMPORT I USLU
6876,4263057130003,SEAM DOO
6877,4263057210007,"PUŠKAR - CO DOO ZA TRGOVINU EXPORT- IMPORT, PROIZVODNJU, PREVOZ I USLUGE, DOO CAZIN"
6878,4263057300006,ISO DOO CAZIN
6879,4263057560008,UNA-P DOO
6880,4263058020007,"UMI - TRADE D O O CAZIN-DRU TVO SA OGRANI ENOM ODGOVORNO U "" UMI - TRADE "" CAZIN"
6881,4263058700008,MIKI COMMERC D.O.O.
6882,4263059180008,STELLA-TOURS D.O.O.
6883,4263059770000,ZAGIDESIGN DOO CAZIN
6884,4263059850003,""" 5 JUNI "" DRU TVO SA OGRANI ENOM ODGOVORNO U ZA TRGOVINU I USLUGE EXPORT-IMPORT D O O CAZIN"
6885,4263059930007,EVROPA-TOURS CAZIN DOO
6886,4263061160006,"AM-MEDO D O O CAZIN-DRU TVO SA OGRANI ENOM ODGOVORNO U ""AM-MEDO"" D O O CAZIN"
6887,4263061750008,FIKO-TERM DOO CAZIN
6888,4263061830001,DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU ''TOGAL ''CAZIN
6889,4263062130003,HALILAGIĆ-COMERC DOO BIHAĆ
6890,4263062300006,TIM-SP DOO CAZIN
6891,4263062990002,RENATA D.O.O.
6892,4263063370008,BEMAŠ A DOO SANSKI MOST
6893,4263063610009,RMT-PROMET DOO CAZIN
6894,4263063700008,"DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU""TANK-COMERC""ZA UNUTRAŠNJU I SPOLJNU TRGOVINU I PREVOZ SANSKI MOS"
