id,jib,name
193,4200000143034,AZRIM PROM D O O
194,4200000143077,BOSENA D J L
195,4200000147943,BIFE DOKANJ VL GRABOVIČKIĆ NIKO
196,4200000148958,BOSS CAFFE BAR VL OMERAGIĆ
197,4200000150715,CVIJET DJL
198,4200000151002,DANTE PIZZERIJA MORANJKI▯ B
199,4200000152696,DZEMS-TRADE DJL
200,4200000157400,GRIČ TR ADŽEMOVIĆ ARNIZ
201,4200000157752,HARE TR VL ČIVIC AIDA
202,4200000158694,ICEMATIC D O O
203,4200000159267,INTER-AGRO DOO
204,4200000159666,ISRA-TRADE D O O
205,4200000163647,MAGISTRALA DOO
206,4200000170902,PROMIS STR MUJIĆ SANELA
207,4200000172891,SAN COMPANY DJL
208,4200000175319,STAKLO-COMPANI DOO
209,4200000181068,TR KIOSK ILDA VL VOJIĆ TEHVIDA
210,4200000181548,JAJČANKA DOO
211,4200000182137,KOKOT COM D O O
212,4200000182307,NAV D O O
213,4200000182374,VAHAS DOO
214,4200000182404,AUTOPREVOZNIK VL BABIĆ HAMZA
215,4200000182692,T I M RESTORAN U R VL MUSTAFIĆ
216,4200000182714,JASO D O O
217,4200000182900,S U R PICERIJA HARI VL KULAUZO
218,4200000183117,SELMOS D O O
219,4200000183249,SMAJI▯ SZTR MESNICA VL SMAJI▯
220,4200000183486,SAIS-EXPORT D O O
221,4200000185268,ADI FAST FOOD VL FELIĆ HATKA
222,4200000185357,SUR BIFE ▯IRO VL RAMOVI▯ SEMI
223,4200000185608,HABIT TREJD D O O
224,4200000185713,EDOX-PROM D O O
225,4200000185942,LAMADRE D O O
226,4200000186353,TR MRKI VL MEŠKIĆ MIRAN
227,4200000186884,ZAMBAK 2 T N M VL ILJAZAGIĆ
228,4200000187155,MESNICA VL SALKI▯ MUHAMED
229,4200000187414,PIŽON D O O
230,4200000187651,CAFFE BAR ROMA VL NOŽIĆ ADIS
231,4200000188062,TUTIĆ T R VL TUTIĆ MEHMED
232,4200000188186,"""MUMIN MUJIĆ"" D O O"
233,4200000188658,TULUZ DOO
234,4200000188712,"""INTERPOREST""EXPORT-IMPORT DOO"
235,4200000189646,BAMBOLA TOYS D O O
236,4200000189883,ZENEX E-I D O O
237,4200000189948,IBRO-MERC D O O
238,4200000191160,AL-BI-TEX D O O
239,4200000191330,JONATAN D O O
240,4200000191799,JANA-COMPANY D O O
241,4200000191900,CELTIC D O O
242,4200000191993,"TR ""HARIS"" VL RAKOVIĆ SUADA"
243,4200000192370,SOKO-SECURITY D O O
244,4200000193732,JABOLCI KOMPANI D O O
245,4200000194445,TIKET PROMET D O O
246,4200000195395,KANTINA SUR VL ŠARANOVIĆ M
247,4200000195417,"""JATO"" DOO MOSTAR"
248,4200000195425,SIMIĆ TRADE COMPANY DOO
249,4200000195557,"DOO ""HADŽALIĆTRANS-KOMPANI"""
250,4200000195891,"""CONVEX"" D O O SARAJEVO"
251,4200000196006,SMARAGD DOO
252,4200000196243,VAP-TRADE DOO
253,4200000196898,UR OBJ BRZE PREH - E M I - VL
254,4200000197487,"""ALGRO"" SZR"
255,4200000197509,"""DEVET BRAĆE"" UR VL TRIČIĆ"
256,4200000197720,SECURITY DSC KURALI▯ JUSUF
257,4200000198106,TRGOVINSKI MAGAZIN D O O
258,4200000198254,RK BOSNA-TURNIR GRANOLLERS
259,4200000198408,BOSNA RESTORAN VL IKIĆ NEDŽAD
260,4200000198564,BEGOVIĆ AUTOSERVIS
261,4200000199340,ZLATMERC D00 ZENICA
262,4200000199390,"DOO ""RAGIPROM"" FOJNICA"
263,4200000199790,"""ČOBA""DOO ĆOROVIĆ ŽELJKO"
264,4200000200712,ALTUM D O O
265,4200000200895,ENGEL S PRIV HOD▯I▯ HEMED
266,4200000201190,LAPIS DOO SREBRENIK
267,4200000201484,"""SEMAG KOMPANI"" D O O"
268,4200000204335,PUNTA D O O
269,4200000205277,GENZ DOO
270,4200000207113,MLADOST BIH D O O
271,4200000207270,SALKIČEVIĆ D J L
272,4200000207687,AZH-KOMERC D O O
273,4200000207725,RAM-COMERC DOO
274,4200000208276,FAZNAS-TRADE
275,4200000208373,FEMA-COMERC D O O
276,4200000208632,MIKROTEHNIKA D O O
277,4200000209370,OFFIS D O O
278,4200000210998,HILTON D O O
279,4200000212567,OBNOVA HUM ORG
280,4200000212575,PAAM-AUTO D O O
281,4200000212907,ZEMLJORADNIČKA ZAD PRVI MAJ
282,4200000213008,BIOPLOD D O O
283,4200000213024,MAĆI-SHOP D O O
284,4200000213148,DEMOZ D O O
285,4200000213172,BRANUM-BOSNA DOO
286,4200000213180,UNIVERSAL-OKANOVIĆ DOO
287,4200000213202,DOO SELMA-TRADE
288,4200000213636,PLURIAL D O O
289,4200000820001,ISSAY D.O.O.ZA UNUTRAŠNJU I VANJSKU TRGOVINU SARAJEVO
290,4200003330005,"""MEGATEL"" DOO SARAJEVO"
291,4200005380000,CARDEA D.O.O.
292,4200006350007,AMC-AUTO MOTOR CENTAR SARAJEVO
293,4200009370009,ABOS D.O.O. SARAJEVO
294,4200010110002,ALDEN DATA DOO SARAJEVO
295,4200011940009,TRAG DOO
296,4200012320004,NARIS CHEM D.O.O. SARAJEVO
297,4200012670005,TELEPARTNER DOO SARAJEVO
298,4200012910006,AB TECHNICS DOO SARAJEVO
299,4200013480005,SI INTERIJER DOO SARAJEVO
300,4200013560009,STOL INTERIJER DOO SARAJEVO
301,4200014450002,"JONUZ COMPANY DRUŠTVO ZA PROIZVODNJU, TRGOVINU I USLUGE D.O.O. S"
302,4200015340006,A.V. HARDWORK DOO SARAJEVO
303,4200015930008,ILIDŽANSKI DIJAMANT-MINERALNA VODA DOO
304,4200016070002,J & B COMPANY DOO
305,4200017120003,JUVELIR PROMET DOO
306,4200017630001,"ROHE BH DOO DRUŠTVO ZA TRGOVINU NA MALO I VELIKO, UVOZ-IZVOZ I USLUGE SARAJEVO"
307,4200017710005,AMI-RUŽ DOO SARAJEVO
308,4200018280004,JEZ DOO SARAJEVO
309,4200018790002,FAGOS DOO DRUŠTVO ZA PROIZVODNJU SPECIJALIZIRANIH MAŠINA
310,4200018870006,ENERGOINVEST-TERMOAPARATI D.D. SARAJEVO
311,4200019090004,KNOCK- KNOCK DOO SARAJEVO
312,4200019410009,CUKER COMPANY DOO
313,4200019680006,KADENA DOO SARAJEVO
314,4200020340006,FAPOL DOO SARAJEVO
315,4200020930008,MASTER PAPIR D.O.O.
316,4200021310003,DEKO DOMUS DOO SARAJEVO
317,4200021400002,YUN YUN DOO SARAJEVO
318,4200021820001,FEROELEKTRO AUTOMOBILI D J LPREDUZE E ZA PROMET AUTOMOBILA SERVIS RENTA- CAR LIZING I USLUGE FEROE
319,4200023280004,CONNECT DOO
320,4200024090004,MODUL INZINJERING DOO SARAJEVO U STECAJU
321,4200024250001,DAMA TRADE DOO
322,4200024840003,HECOPROM DOO SARAJEVO DIR HECO SEAD
323,4200024920007,"EKO-SEKUND D O O SARAJEVO-DRU TVO SA OGRANI ENOM ODGOVORNO U ZA PROIZVODNJU TRGOVINU I USLUGE ""E"
324,4200025650003,ŽEPA INŽINJERING DOO SARAJEVO
325,4200027190000,LOKINVEST DOO SARAJEVO
326,4200027510004,MIRSEN KOMPANI DOO
327,4200030060001,"""▯ESKOPROMEX"" DRU TVO ZA TRGOVINU USLUGE I ZASTUPANJE D O O SARAJEVO"
328,4200030145201,DIZELBENZ DOO
329,4200031200001,DD ENERGOINVEST COMET SARAJEVO
330,4200032350007,CC SOLUTIONS D.O.O. SARAJEVO DRUŠTVO ZA RAZVOJ INF ORMACIONIH TEHNOL.
331,4200033320004,MONDEX DOO SARAJEVO
332,4200033590001,ŠEH IN TRADE DOO SARAJEVO
333,4200034560009,"""LIPA TRADE""DOO ZA PROIZVODNJU TRGOVINU INŽINJERING USLUGE SARAJEVO"
334,4200035450002,"""IDIX COMPANI"" DRU TVO ZA PROIZVODNJU TRGOVINU I USLUGE D O O SARAJEVO"
335,4200035610000,"""KANAVA"" DRU TVO SA OGRANI ENOM ODGOVORNO U ZA UNUTRA NJU I VANJSKU TRGOVINU PROIZVODNJU I USLUGE"
336,4200035700009,POLET GRAFIČKO DIONIČKO DRUŠTVO
337,4200036260002,EKO STIL DOO SARAJEVO
338,4200038120003,AUTODIJELOVI M&D DOO
339,4200039280004,DARDANIJA DOO SARAJEVO
340,4200039360008,DATA-PROJEKT DOO SARAJEVO
341,4200040450002,HERCEGOVINA-SARAJEVO GP DD SARAJEVO
342,4200041260002,TAURUS DOO SARAJEVO
343,4200041340006,FEROELEKTRO DD SARAJEVO
344,4200043710005,ELEKTROUNION-ELEKTROKOVINA D.O.O.
345,4200044280004,ŠPILJA COMMERCE DOO SARAJEVO
346,4200044360008,RIZVO-COMPANY DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU ZA TRGOVINE I USLUGE SARAJEVO
347,4200045330005,IM▯IR EXPORT IMPORT DOO SARAJEVO
348,4200045500008,RL-NERI DOO SARAJEVO
349,4200045680006,MALVEX D.O.O.
350,4200045760000,NCO DOO SARAJEVO PJ SHARP
351,4200045840003,"""LIKO SAS""DRUŠTVO ZA PROIZVODNJU I USLUGE DOO SARAJEVO"
352,4200046490006,EUROPEAN LANDMINE SOLUTIONS- 1000366
353,4200046730007,LUTVO DOO
354,4200048510004,DATA PROJECT ELECTRONICS D.O.O. SARAJEVO
355,4200048780001,SANBIH COMPANY D.O.O. SARAJEVO
356,4200049080003,SYNERGICON-BAVARIA TRADE DOO SARAJEVO
357,4200049830002,KAKTUS D.O.O. SARAJEVO
358,4200049830029,KAKTUS DOO SARAJEVO PJ TRATTORIA SMS VOGOŠĆA
359,4200049910006,PETROMAR DOO
360,4200051220009,SARAJ-KOM DOO
361,4200051490006,PRIBOS D.O.O. SARAJEVO
362,4200052460003,AMIR DOO SARAJEVO
363,4200052890008,EXPERT- MI PRIVREDNO DRUŠTVO ZA PROIZVODNJU DOO SARAJEVO
364,4200054320004,ELIDAPROM DOO
365,4200055210008,PITS D.O.O.
366,4200055640000,MUFTIĆ DOO EXPORT-IMPORT
367,4200055640002,KJKP GRAS
368,4200059470004,NEAL DOO ILIJA▯
369,4200060560009,P.V.H.S. ALPLAST DOO SARAJEVO
370,4200061530006,CENTAR ZA PROIZVODNJU I USLUGE CPU DOO SARAJEVO
371,4200064980002,MIRBOS DOO SARAJEVO
372,4200065100006,BRAĆA MULIĆ COMPANY DOO SARAJEVO
373,4200065520005,CROASAN DOO
374,4200066330005,HOLIDAY INN SARAJEVO
375,4200068110002,NELA PROM DOO SARAJEVO
376,4200068890008,ISMENS COMPANY DOO
377,4200069270003,GRAMEX DOO SARAJEVO
378,4200069510004,NEKRETNINE PELAK DOO
379,4200070520005,NALIC DOO
380,4200071330005,ŠIPAD KOMERC INŽINJERING DOO SARAJEVO
381,4200072490006,TETRA CO DOO SARAJEVO
382,4200073030009,ŠEH-IN BRUNEI D.O.O. SARAJEVO
383,4200073540007,INTERREY DOO SARAJEVO
384,4200075830002,STAN PRODU
385,4200076210008,APA-TERM DOO SARAJEVO
386,4200076300007,SCT-FBH DOO SARAJEVO
387,4200077020008,UNA MODERNA D.O.O. SARAJEVO
388,4200078180009,ANADI DOO
389,4200078260002,MAX-AUTO D.O.O SARAJEVO
390,4200080910006,REPRO DOO SARAJEVO
391,4200081300007,HAJRPROM DOO SARAJEVO
392,4200081480005,"""HESA"" D.O.O. DRUŠTVO ZA PROIZVODNJU, UNUTRAŠNJI I SPOLJNOTRGOVINSKI PROMET"
393,4200081640002,STAR INZENJERING DOO
394,4200081990003,FORESTPRODUCT D.O.O. SARAJEVO
395,4200082530006,ESPANJA DOO
396,4200082610000,NICPETROL DOO EXPORT IMPORT SARAJEVO
397,4200083260002,WHITE HORSE DOO
398,4200083340006,BERBIR DOO
399,4200083420000,KRSIN-PROMET D.O.O. NOVI TRAVNIK
400,4200085120003,MRASUL DOO
401,4200086100006,MEHAR COMPANY DOO
402,4200086870006,ZRAK DD
403,4200087330005,PRIVREDNO DRUŠTVO PICCADILY DOO SARAJEVO
404,4200087840003,SIDŽIS 5 B DOO
405,4200088060001,ALDI ELITE DOO SARAJEVO
406,4200090800004,ABC NET DOO SARAJEVO
407,4200092090004,"MIG DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU ZA PROMET ROBA NA VELIKO I MALO,USLUGE I UGOSTITELJSTVO"
408,4200092090039,MIG D.O.O. PJ HOTEL SUNCE
409,4200092410009,LOK INSTITUT ZA ORGANIZACIJU I EKONOMIKU DOO SARAJEVO
410,4200093570000,KANTON SARAJEVO-TREZOR BUDZETSKI RACUN SAR
411,4200094200001,"SAMI-3 D O O SARAJEVODRU TVO ZA TRGOVINU ""SAMI-3"" D O O SARAJEVO"
412,4200095350007,PRIMERA DOO
413,4200095600003,PC KIDS DOO SARAJEVO
414,4200096160007,REFREF DOO -BIVŠA SICILIJA
415,4200096590001,MAXI-COMERC DOO SARAJEVO
416,4200097560009,CICIBAN-KINDERTON DOO
417,4200100610004,XXL-COMPANY DOO
418,4200101690001,ATLAS-TOUR
419,4200102310008,AMADEUS BO
420,4200102740002,POLIDOL D.O.O.
421,4200103630006,ORLIC DOO SARAJEVO
422,4200104010001,NP MUSIC DOO
423,4200104440006,KABLIRANJE DOO
424,4200104790007,"""SATELNET"" DRU TVO SA OGRANI ENOM ODGOVORNO U ZA PROJEKTOVANJE PROMET I IN ENJERING TELEKOMUNIKACI"
425,4200105330000,HONEM DOO SARAJEVO
426,4200106060006,BITUMENKA DD SARAJEVO
427,4200108270008,DIJAMANT DOO
428,4200108350001,BOSNAFOLKLOR DOO SARAJEVO
429,4200109320009,"""RAPOD""DRU TVO SA OGRANI ENOM ODGOVORNO U ZA PROMET ROBA I USLUGA SARAJEVO"
430,4200109750003,BEŠA EXPORT-IMPORT DOO ILIJAŠ
431,4200110500002,EKO BIH DRUŠTVO ZA UNAPREĐENJE ŽIVTNE SREDINE UDRUZENJE GRADJANA SARAJEVO
432,4200112200006,DINO COMPANY D.O.O.
433,4200112380000,PODUZECE ZA OTKUP I PRERADU DUHANA D.O.O.
434,4200112540001,TESORO DOO
435,4200113510009,BASS D.O.O SARAJEVO
436,4200113860000,HALKOMEX DOO
437,4200114670000,ADRIA MEDIA DOO SARAJEVO
438,4200114830007,DEMARŠ DOO SARAJEVO
439,4200116020002,58 DOO SARAJEVO
440,4200116960000,PLESNO D.O.O. GRUDE
441,4200116960005,CABLECOM D.O.O. SARAJEVO
442,4200117690001,NORDIJAL DOO
443,4200117770005,"""MONTENO"" DRU TVO SA OGRANI ENOM ODGOVORNI U ZA UNUTRA NJU I SPOLJNU TRGOVINU SARAJEVO"
444,4200120300001,EUROPLAKATBH DOO SARAJEVO
445,4200122260007,POIN INŽINJERING KONSALTING MARKETING DOO SARAJEVO
446,4200122690001,KEMOBOJA A.M. DOO
447,4200122770005,ŠIMECKI DOO
448,4200122930002,GRADITELJ - PROMET DOO
449,4200123230004,BALADA COMMERCE DOO
450,4200124710000,ABA-COMPANY DOO
451,4200125280009,KOKA EMI DOO SARAJEVO
452,4200125520000,ARKA PRESS DOO SARAJEVO
453,4200126090009,ISKRA PRINS B.H. D.O.O. SARAJEVO
454,4200126250006,BELPROM D.O.O.
455,4200129350001,COMBI TRANS DOO SARAJEVO
456,4200129940003,INSTALOFER DOO SARAJEVO
457,4200130280009,K.B. WEST DOO
458,4200131500002,ENERGODATA-PROJEKT COMPUTERS DOO
459,4200131680000,UZOR D.O.O. POSUSJE
460,4200131840008,GRADITELJ OPREMA DOO SARAJEVO
461,4200133890002,BH PETROL D.O.O.
462,4200133970006,TRUST RENT-A-CAR D.O.O. SARAJEVO
463,4200134510009,ATLANTIS HOLIDAYS DOO SARAJEVO
464,4200136640007,HOTONJ GRADNJA D.O .O. VOGOSCA
465,4200137450007,GENERALALARM DOO SARAJEVO
466,4200138420004,"DRUŠTVO ZA INŽINJERING U GRAĐEVINARSTVU,TRGOVINU,UVOZ I IZVOZ "" HETRING"" D.O.O. SARAJEVO"
467,4200138930002,STROM EXPORT D.O.O. ILIDZA
468,4200139230004,"FORMA COMMERCE PRIVREDNO DRUŠTVO ZA PROIZV.,USLUGE,PROJEKTOVANJE,INŽINJ.,SP OLJNU I UNUTRAŠ.TRGOVINU"
469,4200139400007,ZONEX DOO SARAJEVO
470,4200140590006,VATROGASNI SAVEZ BIH SARAJEVO
471,4200140830007,LINO D.O.O.
472,4200141210002,SPORT-SA-TREND DOO
473,4200141560003,HIDROINŽINJERING-PILANA PODLUGOVI DOO ILIJAŠ
474,4200141640007,ŠETAS DOO
475,4200141990008,FUTURA MEDIA DOO SARAJEVO
476,4200142290000,CUM-CALL COMPANY DOO
477,4200142880001,"""X - EVOLUTION"" DRU TVO SA OGRANI ENOM ODGOVORNO U ZA TRGOVINU I USLUGE SARAJEVO"
478,4200144070007,UNIS LASTA ECO COLOR SISTEM ECS DOO SAR
479,4200145550002,NAKLADA-ZORO DOO SARAJEVO
480,4200146790007,ŠIPAD DIONIČKO DRUŠTVO ZA KONSALTING POSLOVA
481,4200148060006,JUH-PROM D.O.O.
482,4200148650008,CARKOPRODUKT DOO ILID▯A
483,4200149540001,BEMIKO DOO HADŽIĆI
484,4200150040004,DRUŠTVO ZA TRGOVINU PROIZVODNJU GRAĐEVINARSTVO I USLUGE SEL & LAM DOO KAKANJ
485,4200150980007,NAPREDAK-INŽINJERING DOO SARAJEVO
486,4200154030003,ĆENATRANS DOO SARAJEVO-ILIDŽA
487,4200154380004,CIŠA-SHOP DOO
488,4200154970006,LUCKY-LAWYER D.O.O. SARAJEVO
489,4200155350001,ŠEH IN-VIOLA DOO
490,4200157130009,"KRAS DIONIČKO DRUŠTVO ZA PROIZVODNJU, TRGOVINU I USLUGE SARAJEVO"
491,4200157480000,PUTNA LABORATORIJA DOO SARAJEVO
492,4200158290000,RETROS DOO SARAJEVO
493,4200158290026,RETROS DOO SARAJEVO PODROZ. BANJALUKA
494,4200158370003,LINA-INTERNATIONAL DOO SARAJEVO
495,4200159180003,SAGRIT DOO SARAJEVO
496,4200160350001,EXCLUSIVE TEX PRIVREDNO DRUŠTVO ZA PROIZVODNJU TRGOVINU I USLUGE DOO ILIDŽA
497,4200161080008,MECOM DOO SARAJEVO
498,4200161670000,PALISAEN BROKER- DILER DOO
